Config_Pack,Algorithm,Fitness_Cost,Execution_Time_s,Is_Success
A_Eco,GA,1000.0,0.00870823860168457,False
A_Eco,GA,1000.0,0.007316112518310547,False
A_Eco,GA,800.0,0.006613016128540039,False
A_Eco,GA,3.636014091014379,0.03536415100097656,True
A_Eco,GA,1000.0,0.006906270980834961,False
A_Eco,GA,800.0,0.008445978164672852,False
A_Eco,GA,800.0,0.006314992904663086,False
A_Eco,GA,3.636014091014379,0.06576371192932129,True
A_Eco,GA,800.0,0.007932901382446289,False
A_Eco,GA,800.0,0.007132768630981445,False
A_Eco,GA,800.0,0.007761955261230469,False
A_Eco,GA,800.0,0.0073549747467041016,False
A_Eco,GA,800.0,0.008433103561401367,False
A_Eco,GA,800.0,0.006552934646606445,False
A_Eco,GA,800.0,0.008406877517700195,False
A_Eco,GA,1000.0,0.0064198970794677734,False
A_Eco,GA,800.0,0.008474111557006836,False
A_Eco,GA,800.0,0.006398916244506836,False
A_Eco,GA,1000.0,0.0063898563385009766,False
A_Eco,GA,1000.0,0.006390094757080078,False
A_Eco,GA,800.0,0.007529020309448242,False
A_Eco,GA,800.0,0.007065773010253906,False
A_Eco,GA,3.636014091014379,0.010868072509765625,True
A_Eco,GA,1000.0,0.009361028671264648,False
A_Eco,GA,3.636014091014379,0.08365583419799805,True
A_Eco,GA,3.636014091014379,0.007290840148925781,True
A_Eco,GA,3.636014091014379,0.011055231094360352,True
A_Eco,GA,1000.0,0.006562948226928711,False
A_Eco,GA,800.0,0.00710606575012207,False
A_Eco,GA,800.0,0.0063669681549072266,False
A_Eco,PSO,1000.0,0.004068851470947266,False
A_Eco,PSO,800.0,0.004708051681518555,False
A_Eco,PSO,3.636014091014379,0.0059850215911865234,True
A_Eco,PSO,800.0,0.004269123077392578,False
A_Eco,PSO,3.636014091014379,0.0110321044921875,True
A_Eco,PSO,800.0,0.004589080810546875,False
A_Eco,PSO,1000.0,0.0042188167572021484,False
A_Eco,PSO,3.636014091014379,0.009646892547607422,True
A_Eco,PSO,800.0,0.004692792892456055,False
A_Eco,PSO,1000.0,0.0040090084075927734,False
A_Eco,PSO,3.636014091014379,0.00791788101196289,True
A_Eco,PSO,800.0,0.0047070980072021484,False
A_Eco,PSO,1000.0,0.0040090084075927734,False
A_Eco,PSO,3.636014091014379,0.009870767593383789,True
A_Eco,PSO,3.636014091014379,0.01855182647705078,True
A_Eco,PSO,3.636014091014379,0.007730007171630859,True
A_Eco,PSO,3.636014091014379,0.009778976440429688,True
A_Eco,PSO,3.636014091014379,0.007409095764160156,True
A_Eco,PSO,800.0,0.004460811614990234,False
A_Eco,PSO,3.636014091014379,0.005263090133666992,True
A_Eco,PSO,800.0,0.004803657531738281,False
A_Eco,PSO,3.636014091014379,0.020027875900268555,True
A_Eco,PSO,800.0,0.004465818405151367,False
A_Eco,PSO,3.636014091014379,0.007832050323486328,True
A_Eco,PSO,800.0,0.004209995269775391,False
A_Eco,PSO,800.0,0.004852294921875,False
A_Eco,PSO,800.0,0.004359006881713867,False
A_Eco,PSO,3.636014091014379,0.015228986740112305,True
A_Eco,PSO,800.0,0.004541873931884766,False
A_Eco,PSO,800.0,0.0047779083251953125,False
A_Eco,GWO,800.0,0.0053539276123046875,False
A_Eco,GWO,3.636014091014379,0.007884025573730469,True
A_Eco,GWO,3.636014091014379,0.0064771175384521484,True
A_Eco,GWO,3.636014091014379,0.007133007049560547,True
A_Eco,GWO,3.636014091014379,0.006602764129638672,True
A_Eco,GWO,1000.0,0.005113124847412109,False
A_Eco,GWO,1000.0,0.005122184753417969,False
A_Eco,GWO,800.0,0.005151033401489258,False
