Scenario_Sensors,Algorithm,Trial_ID,Fitness_Cost,Execution_Time_s,Energy_Total_J,Avg_Delay_s,Min_Link_Margin_dB
10,PSO,21,2.677159917241914,0.09298825263977051,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,22,2.677159917241914,0.1305239200592041,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,23,2.677159917241914,0.07398390769958496,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,24,2.677159917241914,0.14581704139709473,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,25,800.0,0.035780906677246094,,,0.0
10,PSO,26,2.677159917241914,0.14400625228881836,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,27,2.677159917241914,0.13110780715942383,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,28,2.677159917241914,0.0755929946899414,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,29,2.677159917241914,0.1618499755859375,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,PSO,30,2.677159917241914,0.0836949348449707,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,1,2.677159917241914,0.14535999298095703,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,2,2.677159917241914,0.05664992332458496,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,3,2.677159917241914,0.05521702766418457,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,4,2.677159917241914,0.07720303535461426,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,5,2.677159917241914,0.07318806648254395,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,6,2.677159917241914,0.07935905456542969,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,7,2.677159917241914,0.06574583053588867,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,8,2.677159917241914,0.0722510814666748,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,9,2.677159917241914,0.05519509315490723,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,10,2.677159917241914,0.22957277297973633,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,11,2.677159917241914,0.04724931716918945,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,12,2.677159917241914,0.08763289451599121,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,13,2.677159917241914,0.06020307540893555,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,14,2.677159917241914,0.13726425170898438,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,15,2.677159917241914,0.06253695487976074,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,16,2.677159917241914,0.06045222282409668,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,17,2.677159917241914,0.12266182899475098,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,18,2.677159917241914,0.5765328407287598,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,19,2.677159917241914,0.07455706596374512,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,20,2.677159917241914,0.11682677268981934,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,21,2.677159917241914,0.08268499374389648,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,22,2.677159917241914,0.1483592987060547,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,23,2.677159917241914,0.06909322738647461,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,24,2.677159917241914,0.060362815856933594,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,25,2.677159917241914,0.08020901679992676,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,26,2.677159917241914,0.20641517639160156,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,27,2.677159917241914,0.17990922927856445,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,28,2.677159917241914,0.07178092002868652,0.0200326769779173,0.0014999999999999998,35.44033002704042
10,GWO,29,2.677159917241914,0.06594395637512207,0.0200326769779173,0.0014999999999999998,35.44033002704042
